Job Title,Department,Age,Gender,Marital Status,Years of Service,Mode of Exit,Date of Exit,Reasons For Exit,Salary,Status
Network Engineer,Network Operations,23,Male,Married,5,,,,544.5,0
Data Scientist,Network Operations,24,Female,Single,6,,,,155.88,0
Product Manager,Customer Service,25,Female,Single,2,,,,137.33,0
Project Manager,Billing,42,Female,Married,6,,,,378.17,0
Software Developer,Data Analytics,58,Male,Single,3,,,,338.92,0
Project Manager,Project Management,47,Male,Married,3,,,,586.75,0
Telecom Technician,Network Operations,48,Male,Single,7,,,,379.54,0
Telecom Technician,Field Operations,38,Female,Married,3,,,,309.42,0
Sales Executive,Project Management,48,Male,Married,7,,,,194.42,0
Product Manager,Project Management,31,Female,Single,8,,,,295.33,0
Customer Support Agent,Project Management,50,Female,Single,4,,,,291.04,0
Software Developer,Data Analytics,39,Female,Married,4,,,,198.38,0
Sales Executive,Project Management,38,Male,Married,3,,,,412.83,0
Marketing Analyst,Network Operations,25,Male,Married,2,,,,280.58,0
Telecom Technician,Billing,55,Male,Single,4,,,,181.88,0
Marketing Analyst,Sales & Marketing,39,Female,Single,8,,,,390.38,0
Telecom Technician,Network Operations,56,Female,Married,8,,,,580.17,0
Marketing Analyst,Human Resources,45,Male,Married,6,,,,358.79,0
Data Scientist,Customer Service,37,Female,Single,7,,,,271.67,0
Network Engineer,Data Analytics,47,Male,Single,4,,,,504.33,0
HR Specialist,Sales & Marketing,46,Female,Single,5,Resignation,5/27/2024,Policy violation,271.9166667,1
HR Specialist,Billing,48,Male,Single,2,,,,341.38,0
Software Developer,Network Operations,25,Male,Married,7,,,,271.0,0
Billing Specialist,Field Operations,45,Male,Married,8,,,,317.13,0
Marketing Analyst,Customer Service,51,Male,Single,3,,,,228.04,0
IT Support Engineer,Customer Service,53,Male,Married,5,,,,416.83,0
Billing Specialist,Customer Service,41,Female,Single,8,,,,602.5,0
Data Scientist,Data Analytics,52,Female,Married,5,,,,493.17,0
Billing Specialist,Data Analytics,48,Male,Married,8,,,,342.88,0
Network Engineer,Customer Service,58,Male,Single,4,,,,636.42,0
IT Support Engineer,IT & Software,53,Male,Married,2,,,,558.13,0
Network Engineer,Sales & Marketing,60,Male,Married,2,Retirement,7/28/2023,Personal reasons,516.5416667,1
Marketing Analyst,Network Operations,26,Male,Single,8,,,,437.83,0
Telecom Technician,Sales & Marketing,56,Female,Single,1,Resignation,2/9/2024,Performance issues,193.2916667,1
Software Developer,Billing,42,Male,Married,9,Resignation,12/23/2023,Better opportunity,193.375,1
Project Manager,Field Operations,49,Male,Married,8,,,,387.92,0
Billing Specialist,Data Analytics,35,Male,Married,4,,,,202.88,0
Data Scientist,IT & Software,58,Male,Married,8,,,,189.13,0
Telecom Technician,Customer Service,31,Female,Single,6,,,,261.08,0
HR Specialist,Sales & Marketing,54,Male,Married,6,,,,152.0,0
Product Manager,Data Analytics,54,Male,Single,6,,,,582.83,0
Product Manager,Human Resources,27,Female,Single,5,,,,304.75,0
Product Manager,Customer Service,59,Male,Single,3,Resignation,3/10/2024,Performance issues,521.7916667,1
HR Specialist,Project Management,59,Female,Single,9,Resignation,8/1/2024,Policy violation,305.2916667,1
Billing Specialist,Data Analytics,57,Female,Married,4,,,,407.25,0
Software Developer,Project Management,28,Female,Married,8,,,,377.67,0
Telecom Technician,Network Operations,53,Female,Single,3,,,,365.79,0
Data Scientist,IT & Software,28,Female,Single,6,Resignation,11/18/2024,Better opportunity,361.3333333,1
Product Manager,Billing,31,Male,Married,2,,,,245.38,0
HR Specialist,Network Operations,25,Male,Single,7,,,,555.83,0
Project Manager,Billing,53,Female,Married,8,,,,454.0,0
Telecom Technician,Sales & Marketing,55,Male,Married,8,,,,245.08,0
Telecom Technician,Customer Service,46,Female,Married,3,,,,475.42,0
Billing Specialist,Customer Service,31,Female,Married,6,,,,275.25,0
Network Engineer,Human Resources,40,Male,Married,6,,,,414.08,0
IT Support Engineer,Customer Service,37,Male,Married,3,,,,216.79,0
Software Developer,Customer Service,25,Female,Single,6,,,,404.17,0
IT Support Engineer,Field Operations,48,Male,Single,4,,,,237.83,0
Sales Executive,Project Management,53,Male,Married,6,,,,267.83,0
Project Manager,Data Analytics,58,Female,Single,4,Resignation,2/11/2024,Performance issues,161.1666667,1
Customer Support Agent,Network Operations,44,Female,Single,2,,,,341.5,0
Marketing Analyst,IT & Software,51,Male,Single,8,,,,194.29,0
Marketing Analyst,Customer Service,50,Male,Single,6,Resignation,5/11/2023,Work-life balance,346.625,1
Product Manager,Sales & Marketing,51,Female,Married,8,,,,293.04,0
Software Developer,Field Operations,58,Female,Single,4,,,,703.92,0
Sales Executive,Billing,53,Male,Married,8,,,,156.83,0
Telecom Technician,Network Operations,33,Female,Married,1,Resignation,2/4/2024,Pursuing education,162.1666667,1
Sales Executive,IT & Software,47,Female,Single,8,Resignation,10/26/2023,Career growth,167.125,1
Sales Executive,Network Operations,26,Female,Married,6,,,,205.79,0
Product Manager,Project Management,22,Male,Married,2,,,,226.04,0
Network Engineer,Billing,25,Female,Married,3,,,,452.17,0
Marketing Analyst,Project Management,47,Female,Single,4,,,,343.83,0
IT Support Engineer,Customer Service,25,Female,Single,7,,,,337.0,0
Telecom Technician,Billing,60,Female,Married,3,Retirement,7/12/2024,Restructuring,332.5833333,1
Sales Executive,Customer Service,39,Male,Married,3,,,,389.75,0
Sales Executive,IT & Software,33,Female,Married,2,,,,515.54,0
Software Developer,IT & Software,27,Male,Single,8,,,,328.5,0
Billing Specialist,Billing,22,Male,Married,7,Termination,1/4/2024,Better opportunity,255.4166667,1
IT Support Engineer,Project Management,45,Female,Married,3,,,,376.92,0
Marketing Analyst,Sales & Marketing,60,Female,Single,4,Retirement,11/7/2024,Work-life balance,550.6666667,1
Product Manager,Customer Service,40,Male,Single,2,Termination,1/31/2024,Better opportunity,193.5416667,1
Marketing Analyst,Data Analytics,46,Male,Married,9,Termination,7/24/2024,Pursuing education,391.4166667,1
Telecom Technician,IT & Software,51,Female,Single,7,,,,290.63,0
IT Support Engineer,Customer Service,46,Female,Married,3,,,,437.54,0
Project Manager,Project Management,34,Female,Single,8,,,,256.33,0
IT Support Engineer,Data Analytics,46,Female,Married,8,,,,451.38,0
Project Manager,Field Operations,32,Male,Married,7,,,,186.67,0
Telecom Technician,IT & Software,60,Female,Married,2,Retirement,7/17/2024,Career growth,433.7916667,1
IT Support Engineer,Network Operations,44,Male,Single,8,,,,329.13,0
IT Support Engineer,Network Operations,38,Female,Married,8,,,,380.0,0
Sales Executive,Sales & Marketing,31,Male,Single,4,Resignation,5/31/2024,Personal reasons,229.2916667,1
Product Manager,Customer Service,47,Female,Married,5,,,,443.54,0
HR Specialist,Network Operations,25,Female,Single,8,,,,301.54,0
Sales Executive,Human Resources,33,Male,Married,4,,,,252.88,0
Marketing Analyst,Network Operations,44,Female,Single,6,Termination,7/25/2023,Policy violation,621.875,1
Network Engineer,Customer Service,30,Female,Single,7,,,,642.29,0
Network Engineer,Customer Service,44,Female,Married,6,,,,239.58,0
Marketing Analyst,Data Analytics,56,Male,Married,7,,,,589.88,0
Marketing Analyst,Customer Service,53,Female,Married,4,,,,281.25,0
Network Engineer,Customer Service,57,Female,Single,5,,,,380.0,0
Customer Support Agent,IT & Software,57,Female,Single,5,Resignation,4/20/2023,Personal reasons,347.0833333,1
HR Specialist,IT & Software,23,Female,Married,4,,,,554.33,0
Sales Executive,Sales & Marketing,46,Female,Single,2,,,,581.92,0
Customer Support Agent,IT & Software,30,Male,Married,2,,,,266.33,0
Data Scientist,Billing,42,Female,Single,5,,,,409.75,0
Marketing Analyst,IT & Software,25,Male,Married,8,,,,379.42,0
Software Developer,Human Resources,31,Female,Married,8,,,,472.29,0
Telecom Technician,Data Analytics,25,Male,Single,4,,,,374.42,0
Data Scientist,Data Analytics,25,Female,Single,5,,,,428.92,0
HR Specialist,Billing,56,Male,Married,8,,,,283.5,0
Customer Support Agent,Human Resources,57,Male,Married,6,,,,141.88,0
Network Engineer,Project Management,48,Male,Married,7,,,,148.5,0
HR Specialist,Human Resources,26,Male,Married,8,,,,309.04,0
Project Manager,Billing,28,Male,Single,6,,,,531.04,0
Software Developer,Project Management,53,Male,Married,6,,,,186.04,0
Customer Support Agent,Human Resources,33,Female,Married,2,,,,581.75,0
Data Scientist,Human Resources,22,Female,Married,4,,,,596.92,0
Customer Support Agent,Field Operations,30,Female,Single,1,Resignation,9/16/2023,Pursuing education,271.6666667,1
Project Manager,Field Operations,27,Female,Single,6,Termination,5/25/2024,End of service,298.4166667,1
Customer Support Agent,IT & Software,25,Female,Single,2,,,,620.17,0
HR Specialist,Project Management,33,Female,Single,7,,,,192.54,0
Customer Support Agent,Billing,36,Female,Single,2,,,,387.29,0
IT Support Engineer,Customer Service,37,Female,Single,8,,,,423.17,0
Project Manager,Data Analytics,41,Female,Married,6,,,,286.92,0
Product Manager,Human Resources,42,Female,Single,5,,,,252.04,0
Data Scientist,Customer Service,25,Female,Married,5,Resignation,1/4/2025,End of service,162.875,1
Customer Support Agent,Customer Service,33,Male,Married,7,,,,535.83,0
Data Scientist,IT & Software,31,Male,Single,6,,,,322.25,0
Product Manager,Data Analytics,45,Male,Married,8,,,,231.92,0
Project Manager,Sales & Marketing,27,Female,Single,6,,,,442.33,0
Billing Specialist,Data Analytics,52,Female,Married,8,,,,387.54,0
Marketing Analyst,Billing,60,Male,Single,4,Retirement,9/26/2024,End of service,187.4166667,1
Project Manager,Network Operations,26,Female,Single,4,,,,564.54,0
Project Manager,Network Operations,31,Female,Married,4,Termination,10/24/2024,End of service,202.0833333,1
Sales Executive,Customer Service,25,Female,Married,8,,,,288.83,0
Software Developer,Sales & Marketing,39,Male,Married,3,,,,190.08,0
Project Manager,Data Analytics,46,Male,Single,3,,,,404.42,0
HR Specialist,Sales & Marketing,25,Male,Single,2,,,,181.42,0
HR Specialist,Data Analytics,24,Male,Married,6,,,,511.33,0
Sales Executive,IT & Software,60,Female,Married,2,Retirement,4/19/2023,Policy violation,376.75,1
Marketing Analyst,Human Resources,51,Male,Single,8,,,,178.17,0
HR Specialist,IT & Software,22,Female,Married,6,,,,397.17,0
Product Manager,IT & Software,24,Male,Married,1,,,,210.04,0
Sales Executive,Field Operations,44,Male,Single,4,,,,338.58,0
IT Support Engineer,Data Analytics,46,Male,Single,2,,,,164.79,0
Software Developer,IT & Software,30,Male,Single,4,,,,516.25,0
Data Scientist,Sales & Marketing,26,Female,Married,5,,,,538.13,0
Billing Specialist,Field Operations,53,Female,Married,5,Resignation,5/7/2023,Pursuing education,302.8333333,1
Product Manager,Human Resources,35,Female,Married,6,,,,740.29,0
Customer Support Agent,IT & Software,30,Female,Married,8,,,,369.33,0
IT Support Engineer,Customer Service,46,Male,Single,5,,,,385.67,0
Customer Support Agent,Customer Service,23,Female,Married,6,,,,159.67,0
Customer Support Agent,Customer Service,51,Female,Single,3,,,,425.04,0
Software Developer,Billing,37,Female,Married,3,,,,624.17,0
Product Manager,Customer Service,60,Female,Married,4,Retirement,7/28/2024,End of service,426.4166667,1
Project Manager,Data Analytics,33,Male,Married,3,,,,302.33,0
Billing Specialist,Data Analytics,26,Male,Married,1,,,,376.08,0
Data Scientist,Sales & Marketing,34,Female,Married,2,Termination,9/12/2022,Pursuing education,194.9166667,1
Product Manager,IT & Software,29,Female,Single,8,,,,435.13,0
Sales Executive,Billing,51,Female,Single,7,Resignation,9/12/2023,Restructuring,335.7916667,1
Product Manager,Sales & Marketing,28,Female,Married,7,,,,411.79,0
Sales Executive,Network Operations,28,Female,Single,5,Termination,7/21/2024,Restructuring,372.8333333,1
Sales Executive,Human Resources,34,Male,Married,4,Termination,12/29/2024,Work-life balance,222.0833333,1
Sales Executive,Data Analytics,26,Male,Single,4,,,,222.25,0
Data Scientist,Billing,60,Female,Married,5,Retirement,10/25/2024,Performance issues,281.875,1
Telecom Technician,IT & Software,45,Female,Single,9,Resignation,4/24/2024,Pursuing education,287.0,1
Product Manager,Project Management,60,Female,Single,5,Retirement,12/12/2023,Better opportunity,583.5833333,1
Product Manager,Sales & Marketing,46,Female,Married,4,,,,555.33,0
IT Support Engineer,Sales & Marketing,60,Male,Married,2,Retirement,6/11/2024,Restructuring,278.125,1
HR Specialist,Human Resources,44,Female,Married,8,,,,179.92,0
Data Scientist,Sales & Marketing,52,Male,Single,2,,,,527.79,0
Customer Support Agent,Human Resources,60,Female,Married,2,Retirement,12/9/2024,Policy violation,356.0,1
Product Manager,Customer Service,31,Female,Married,4,,,,359.88,0
Billing Specialist,Billing,41,Female,Married,2,,,,275.92,0
Network Engineer,Field Operations,50,Male,Single,2,,,,216.13,0
Project Manager,IT & Software,36,Female,Single,1,,,,371.04,0
Marketing Analyst,Billing,43,Female,Single,4,Termination,9/28/2023,Work-life balance,148.5,1
Sales Executive,Sales & Marketing,39,Male,Single,4,,,,255.54,0
Project Manager,IT & Software,60,Female,Married,2,Retirement,10/13/2023,Restructuring,240.3333333,1
Sales Executive,Data Analytics,29,Female,Single,2,,,,497.88,0
Telecom Technician,IT & Software,55,Female,Single,7,Resignation,9/6/2024,Pursuing education,367.625,1
Billing Specialist,Human Resources,54,Male,Married,8,,,,298.08,0
Network Engineer,Project Management,37,Male,Single,4,,,,262.17,0
Network Engineer,IT & Software,49,Male,Married,7,,,,619.83,0
Product Manager,Data Analytics,25,Female,Married,8,,,,320.25,0
Network Engineer,IT & Software,40,Male,Single,1,,,,364.63,0
Billing Specialist,Field Operations,54,Male,Single,5,,,,162.33,0
IT Support Engineer,Sales & Marketing,22,Male,Married,2,,,,315.0,0
Marketing Analyst,Customer Service,29,Male,Married,2,Termination,10/23/2023,Personal reasons,325.75,1
HR Specialist,Project Management,58,Male,Married,5,,,,390.29,0
Sales Executive,Customer Service,26,Female,Single,3,,,,279.04,0
HR Specialist,Project Management,25,Male,Single,6,,,,364.54,0
Customer Support Agent,Project Management,57,Male,Single,1,,,,450.5,0
Project Manager,Sales & Marketing,56,Female,Married,2,,,,308.75,0
IT Support Engineer,Data Analytics,25,Male,Single,6,,,,385.63,0
Product Manager,Project Management,45,Female,Married,6,,,,642.92,0
Network Engineer,Sales & Marketing,26,Female,Married,8,,,,544.38,0
Network Engineer,IT & Software,49,Male,Single,3,,,,212.13,0
Billing Specialist,Sales & Marketing,36,Male,Single,2,,,,339.54,0
Sales Executive,Project Management,60,Male,Married,1,Retirement,7/25/2024,Career growth,335.8333333,1
Project Manager,Sales & Marketing,25,Male,Married,8,,,,454.54,0
Data Scientist,Sales & Marketing,47,Male,Single,8,,,,303.17,0
Software Developer,IT & Software,51,Female,Single,8,Resignation,4/20/2024,End of service,334.375,1
Data Scientist,Human Resources,23,Male,Married,2,,,,305.0,0
HR Specialist,Billing,28,Female,Married,8,,,,153.04,0
Software Developer,IT & Software,23,Male,Married,6,,,,140.29,0
IT Support Engineer,Customer Service,53,Male,Single,4,Termination,12/18/2024,Career growth,444.6666667,1
Software Developer,Field Operations,42,Female,Single,2,,,,399.33,0
Customer Support Agent,Data Analytics,34,Female,Married,2,,,,308.0,0
Billing Specialist,IT & Software,51,Male,Single,6,Resignation,11/16/2023,Policy violation,354.25,1
Telecom Technician,Billing,25,Male,Single,5,,,,156.88,0
Sales Executive,Project Management,47,Female,Married,6,,,,163.88,0
Customer Support Agent,Human Resources,41,Female,Married,7,,,,676.75,0
Marketing Analyst,Field Operations,31,Female,Single,4,Termination,9/30/2024,Policy violation,338.5416667,1
HR Specialist,Sales & Marketing,41,Male,Married,10,Resignation,8/23/2023,Policy violation,257.75,1
Telecom Technician,Customer Service,54,Female,Married,4,,,,421.17,0
Billing Specialist,IT & Software,32,Male,Single,5,,,,382.42,0
Telecom Technician,Project Management,24,Female,Single,6,Resignation,10/1/2023,Better opportunity,128.7916667,1
Software Developer,Project Management,30,Female,Married,7,,,,477.75,0
Project Manager,Data Analytics,30,Male,Single,3,,,,270.88,0
Billing Specialist,Customer Service,25,Female,Married,8,,,,491.29,0
Network Engineer,Field Operations,46,Female,Single,7,,,,160.08,0
Project Manager,IT & Software,54,Female,Married,8,,,,473.04,0
Project Manager,Billing,24,Female,Single,4,,,,165.38,0
Network Engineer,Field Operations,60,Female,Married,7,Retirement,9/6/2023,Career growth,182.0,1
Billing Specialist,Human Resources,58,Female,Married,2,,,,188.0,0
Product Manager,Sales & Marketing,57,Female,Single,1,,,,629.75,0
